Edad,Tipo_empleo,ID,Educacion,Tiempo_estudio,Estado_civil,Tipo_trabajo,Familia,Raza,Sexo,Ganancias,Perdidas,Hora_Trabajo,Pais,Ingresos_mayores_50k
44,2,323790,6,13,2,12,1,1,1,0,0,40, United-States,1
28,4,331381,6,13,1,4,2,1,1,0,0,40, United-States,0
48,4,160647,5,10,1,3,2,1,0,0,0,40, Ireland,1
34,4,339142,4,9,4,9,4,1,0,0,0,40, United-States,0
58,4,164857,6,13,1,1,2,1,1,0,0,99, United-States,0
33,2,267859,5,10,2,12,1,1,1,0,0,40, United-States,0
38,4,167725,6,13,2,8,2,5,1,0,0,84, India,0
49,1,586657,6,13,2,3,1,1,1,7298,0,40, United-States,1
67,6,105907,1,2,5,6,2,2,0,0,0,20, United-States,0
23,4,200677,2,6,1,7,2,1,0,0,0,40, United-States,0
42,4,193882,5,10,2,1,1,1,1,0,0,40, United-States,1
54,4,138026,4,9,2,4,5,1,0,0,0,40, United-States,0
49,4,122385,7,14,2,3,1,1,1,0,0,40, United-States,1
35,4,49020,7,14,2,3,1,1,1,0,0,60, United-States,1
26,4,283715,4,9,1,2,3,1,1,0,0,40, United-States,0
31,4,286406,4,9,1,3,2,1,1,3325,0,40, United-States,0
36,4,166416,4,9,2,9,1,1,1,0,0,40, United-States,0
25,4,156334,2,6,2,7,1,1,1,0,0,40, United-States,0
35,2,45607,7,14,1,1,2,1,1,0,0,60, United-States,1
40,2,112362,7,14,2,1,1,1,1,0,0,40, United-States,0
52,4,200419,3,12,4,1,2,1,0,0,0,50, United-States,0
42,7,341638,6,13,2,1,1,1,1,0,0,40, United-States,1
25,0,34161,2,8,4,0,4,1,0,0,0,30, United-States,0
50,6,127151,7,14,2,1,5,1,0,0,0,40, Canada,1
52,4,321959,5,10,2,11,1,2,1,0,0,40, United-States,1
51,2,35211,7,14,2,1,1,4,1,0,0,40, United-States,0
19,4,214935,5,10,1,9,3,1,1,0,0,40, United-States,0
43,4,132130,3,11,2,10,1,1,1,0,0,40, United-States,1
57,4,222247,2,8,2,8,1,1,1,0,0,40, United-States,1
35,4,165799,4,9,3,3,2,1,1,0,0,60, United-States,0
30,4,257874,6,13,1,5,2,1,0,0,0,30, United-States,0
38,4,357173,4,9,2,2,1,1,1,0,0,40, United-States,0
45,7,305739,5,10,3,4,2,1,0,0,0,40, United-States,0
23,4,172047,4,9,1,9,3,1,1,0,0,40, United-States,0
22,4,110677,5,10,4,6,3,1,0,0,0,40, United-States,0
21,0,405684,4,9,1,0,6,1,1,0,0,35, Mexico,0
60,4,82388,5,10,2,12,1,1,1,0,0,38, United-States,0
45,4,289230,6,13,3,1,4,1,0,0,0,48, United-States,1
26,4,101812,4,9,1,7,4,1,1,5721,0,40, United-States,0
49,7,336509,2,6,2,6,1,1,1,0,0,40, United-States,0
29,4,383402,5,10,3,6,2,1,0,0,0,35, United-States,0
47,4,328216,5,10,2,11,1,1,1,7298,0,40, United-States,1
40,4,280362,4,9,2,8,1,1,1,0,0,35, United-States,0
34,4,212064,4,9,4,4,4,1,0,7443,0,35, United-States,0
42,4,173704,7,14,2,1,1,1,1,0,0,40, United-States,0
33,4,433375,1,2,2,2,1,1,1,0,0,35, Mexico,0
63,6,106551,4,9,2,2,1,1,1,0,0,40, United-States,0
53,4,22418,4,9,2,2,1,1,1,0,0,40, United-States,0
38,4,54816,3,11,2,2,1,1,1,0,0,40, United-States,1
44,4,358199,5,10,2,5,1,1,1,0,0,45, United-States,1
43,4,190044,2,6,2,8,1,1,1,0,0,40, United-States,0
26,4,97698,7,14,1,3,2,1,1,0,0,32, United-States,0
56,4,53366,4,9,2,8,1,1,1,0,0,40, United-States,0
39,4,236136,3,11,3,4,4,2,0,0,0,40, United-States,0
44,4,326232,1,4,3,9,2,1,1,0,0,48, United-States,0
34,4,581071,4,9,4,4,2,1,1,0,0,48, United-States,1
40,4,220589,3,12,1,4,2,1,0,0,0,40, United-States,0
38,1,161463,5,10,2,6,1,2,1,0,0,40, United-States,0
44,4,95255,5,10,3,4,4,1,0,0,0,40, United-States,0
34,1,223267,5,10,3,12,3,1,1,0,0,72, United-States,0
22,4,236769,6,13,1,1,2,1,1,0,0,20, England,0
58,5,229498,5,10,5,5,2,1,0,0,0,20, United-States,1
43,4,177083,5,10,3,11,4,1,0,0,0,30, United-States,0
23,4,287681,4,9,1,2,3,1,1,0,0,40, Columbia,0
41,4,49797,5,10,4,3,2,2,0,0,0,40, United-States,0
44,4,174051,5,10,1,6,2,1,1,0,0,35, United-States,0
32,4,194901,4,9,2,4,1,1,1,0,0,40, United-States,0
38,2,252250,3,12,2,12,1,1,1,0,0,56, United-States,1
47,4,191277,5,10,2,5,1,1,1,0,0,50, United-States,1
24,4,174907,4,9,1,6,3,1,0,0,0,30, United-States,0
39,4,167140,7,14,2,3,1,1,1,0,0,40, United-States,0
32,4,236543,2,8,3,12,3,1,1,0,0,54, Mexico,0
40,4,214242,4,9,2,7,1,1,1,0,0,50, United-States,0
34,4,216864,4,9,3,6,4,1,0,0,3770,45, United-States,0
34,4,245211,4,9,1,2,4,1,1,2036,0,30, United-States,0
57,4,437727,7,14,2,1,1,1,1,0,1977,45, United-States,1
71,4,200418,1,3,2,8,1,1,1,0,0,40, United-States,0
45,2,167334,7,14,1,1,2,1,1,0,0,50, United-States,1
54,4,146834,4,9,3,8,2,1,1,0,0,45, United-States,0
26,4,78424,3,11,1,5,4,1,0,0,0,54, United-States,0
37,4,182675,5,10,2,3,5,1,0,0,0,45, United-States,1
28,6,38079,5,10,2,10,1,1,1,0,0,55, United-States,0
42,4,115178,6,13,3,1,4,1,0,0,0,15, United-States,0
45,4,195949,4,9,2,2,1,1,1,0,0,40, United-States,0
37,4,167415,4,9,2,5,1,1,1,0,0,50, United-States,0
57,4,223214,4,9,2,5,1,1,1,0,0,50, United-States,0
39,4,22245,6,13,2,1,2,1,1,0,0,60, United-States,0
45,7,81853,5,10,2,4,5,3,0,0,0,40, United-States,1
30,4,147921,3,11,3,4,2,1,0,0,0,46, United-States,0
27,4,29261,4,9,2,2,1,1,1,0,0,40, United-States,1
44,4,257758,8,16,2,1,1,1,1,0,0,40, United-States,1
44,7,136546,8,16,2,1,1,1,1,0,1902,40, United-States,1
38,4,205493,4,9,2,3,5,1,0,0,0,60, United-States,1
19,4,71650,4,9,1,10,3,1,1,0,0,40, United-States,0
39,4,150217,5,10,3,5,2,1,0,0,0,38, United-States,0
55,5,258648,2,6,5,8,2,1,1,0,0,40, United-States,0
17,4,114798,2,6,1,6,3,1,0,0,0,20, United-States,0
43,4,186188,5,10,3,4,4,1,0,0,0,40, United-States,0
36,2,175255,4,9,2,6,5,1,0,0,0,35, United-States,0
45,4,249935,6,13,2,10,1,1,1,0,0,60, United-States,0
44,4,120277,7,14,2,3,1,1,1,0,0,38, United-States,1
26,4,193165,5,10,2,8,1,1,1,0,0,52, United-States,1
32,4,185027,3,12,2,2,1,1,1,0,1887,40, Ireland,1
21,4,221418,4,9,1,6,3,1,0,0,0,40, United-States,0
43,1,56063,6,13,2,5,1,1,1,0,0,60, United-States,0
34,4,153927,4,9,2,2,1,1,1,0,0,40, United-States,0
33,7,163110,6,13,1,1,2,1,1,0,0,20, United-States,0
40,5,175696,4,9,1,5,2,1,1,0,0,51, United-States,0
46,4,143189,1,3,1,7,3,1,0,0,0,40, Dominican-Republic,0
20,0,114969,4,9,1,0,3,1,1,0,0,40, United-States,0
54,7,32778,4,9,5,3,2,1,0,0,0,40, United-States,0
23,4,150683,5,10,1,3,3,1,1,0,0,40, United-States,0
58,5,78104,4,9,2,3,1,1,1,0,0,45, United-States,0
25,4,335005,5,10,2,12,1,1,1,3137,0,40, United-States,0
50,2,311551,7,14,2,1,1,1,1,7688,0,50, United-States,1
42,6,201520,4,9,2,2,1,1,1,0,0,45, United-States,0
25,4,124111,4,9,1,6,2,1,0,0,0,38, United-States,0
60,4,166386,2,7,2,7,5,3,0,0,0,30, Hong,0
43,7,117471,4,9,1,4,2,1,0,0,0,40, United-States,0
25,4,361307,6,13,1,5,3,1,0,0,0,40, United-States,0
31,4,142038,4,9,2,2,5,1,0,0,0,45, United-States,0
35,4,276552,4,9,3,2,2,1,1,0,0,40, United-States,0
48,4,50402,5,10,3,7,4,1,1,0,0,40, United-States,0
43,6,174090,4,9,2,4,5,1,0,0,0,20, United-States,1
27,4,277760,4,9,3,3,4,1,0,0,0,40, United-States,0
24,4,24243,4,9,1,2,2,1,1,0,1590,40, United-States,0
44,5,151089,4,9,2,3,1,1,1,0,1887,70, United-States,1
52,6,165278,4,9,2,8,1,1,1,0,0,22, United-States,0
49,4,182752,5,10,2,4,5,1,0,0,0,40, United-States,1
31,4,173002,4,9,1,4,3,1,0,0,0,40, United-States,0
59,4,261232,2,7,3,10,2,1,1,0,0,40, United-States,0
27,4,164607,6,13,2,6,1,1,1,0,0,40, United-States,0
38,6,129573,7,14,1,1,2,1,1,0,0,40, United-States,1
51,1,36186,6,13,2,1,1,1,1,0,0,40, United-States,1
24,4,325744,4,9,1,2,2,1,1,0,0,40, United-States,0
58,5,329793,6,13,2,3,1,1,1,0,0,45, United-States,1
46,4,133616,5,10,3,4,4,1,0,0,0,40, United-States,0
55,4,83401,1,3,5,7,4,1,0,0,0,40, United-States,0
76,4,239880,4,9,3,4,2,1,0,0,0,8, United-States,0
25,4,201737,5,10,3,4,4,1,0,0,0,40, United-States,0
51,4,192182,5,10,2,7,1,1,1,7298,0,40, United-States,1
33,4,143540,4,9,2,2,1,1,1,0,0,40, United-States,0
46,4,28334,4,9,2,8,1,1,1,0,0,40, United-States,0
51,4,245873,5,10,2,4,5,1,0,0,0,40, United-States,0
42,2,199095,3,11,5,1,4,2,0,0,0,40, United-States,0
53,4,104461,6,13,1,6,2,1,1,8614,0,50, Italy,1
33,2,183923,7,14,2,1,5,1,0,7688,0,35, United-States,1
30,4,129707,6,13,2,1,1,1,1,99999,0,35, United-States,1
41,2,575442,5,10,3,2,2,1,1,0,0,40, United-States,0
42,7,184682,3,12,3,6,2,1,0,0,0,40, United-States,0
34,4,69251,4,9,2,8,1,3,1,0,0,40, United-States,1
31,4,225507,3,11,1,6,4,1,0,0,0,40, United-States,0
46,4,167515,5,10,2,1,1,1,1,0,1977,50, United-States,1
35,4,407068,1,2,2,6,2,1,1,0,0,40, Guatemala,0
40,4,170019,4,9,1,6,2,1,1,0,0,40, ?,0
46,2,125892,5,10,2,12,1,1,1,0,0,40, United-States,1
43,2,35824,7,14,2,1,5,1,0,0,0,40, United-States,1
35,4,67083,4,9,2,6,1,3,1,0,0,40, China,0
23,4,107801,6,13,1,4,3,1,0,0,0,20, United-States,0
50,6,95577,4,9,2,6,5,1,0,0,0,12, ?,0
43,4,118536,4,9,3,7,6,2,1,0,0,40, United-States,0
61,4,198078,4,9,2,8,1,1,1,0,0,40, United-States,1
29,4,78261,6,15,1,1,3,1,1,0,0,50, United-States,0
21,4,234108,4,9,1,5,2,1,1,0,0,40, United-States,0
36,2,241998,6,13,2,1,1,1,1,0,1672,50, United-States,0
40,4,92717,4,9,1,6,4,2,0,0,0,40, United-States,0
23,4,257683,6,13,1,1,3,1,1,0,0,40, United-States,0
90,4,40388,6,13,1,3,2,1,1,0,0,55, United-States,0
24,4,55424,6,13,1,3,3,1,1,0,0,40, United-States,0
20,4,169600,5,10,1,1,3,1,0,2176,0,12, United-States,0
40,2,319271,7,14,2,3,1,1,1,0,0,60, United-States,1
37,6,75050,3,11,2,2,1,1,1,0,0,55, United-States,0
31,4,182896,4,9,1,2,2,1,0,0,0,40, United-States,0
22,4,188274,4,9,1,8,3,1,1,0,0,40, United-States,0
25,4,211497,5,10,2,3,1,1,1,0,0,40, United-States,0
46,4,113806,2,8,2,2,1,1,1,7298,0,40, ?,1
47,2,172246,7,14,2,1,1,1,1,0,0,60, United-States,1
48,2,219962,3,11,2,2,1,1,1,0,0,40, United-States,0
36,0,186815,7,14,2,0,1,1,1,0,0,50, United-States,0
26,0,132749,6,13,1,0,2,1,0,0,0,80, United-States,0
28,4,209801,2,5,2,7,5,1,0,0,0,40, United-States,0
20,7,178517,5,10,1,10,2,1,1,0,0,40, United-States,0
51,4,169364,5,10,3,9,2,1,0,0,0,40, Ireland,0
32,1,164707,4,9,2,4,5,1,0,0,0,40, United-States,1
55,4,144084,2,6,2,6,1,1,1,0,0,40, United-States,0
41,2,133692,6,13,3,12,4,1,0,0,0,40, United-States,0
46,4,184169,7,14,2,1,5,1,0,7688,0,35, United-States,1
45,5,145290,4,9,2,6,1,1,1,0,0,40, United-States,1
65,2,24824,4,9,2,2,1,1,1,0,0,40, United-States,0
45,4,178319,8,16,2,1,1,1,1,7688,0,50, United-States,1
22,4,235829,5,10,1,4,3,1,0,0,0,40, United-States,0
22,0,196280,5,10,1,0,3,1,0,0,0,20, United-States,0
42,6,54202,6,15,2,1,1,1,1,0,0,50, United-States,1
37,4,220237,6,13,2,3,1,1,1,5178,0,40, United-States,1
24,4,59146,6,13,2,3,5,1,0,0,0,40, United-States,0
67,4,64148,5,10,3,6,4,2,0,0,0,41, United-States,0
28,4,196621,4,9,2,11,2,1,0,0,0,37, United-States,0
56,4,195668,2,6,2,6,1,1,1,0,0,35, Cuba,1
31,7,263000,3,11,2,12,1,1,1,0,0,38, United-States,0
33,4,554986,5,10,4,3,4,1,0,0,0,40, United-States,0
52,0,108211,1,4,2,0,1,1,1,0,0,40, United-States,0
45,4,217654,5,10,2,9,1,1,1,0,0,40, Germany,1
53,4,139671,6,13,2,1,1,1,1,0,1902,40, United-States,1
47,4,102771,1,4,2,9,1,1,1,0,0,40, Portugal,0
40,4,213019,4,9,3,5,4,1,0,0,0,30, United-States,0
35,4,228493,5,10,1,5,3,1,1,0,0,48, United-States,0
65,6,22907,1,4,2,10,1,1,1,0,0,40, United-States,0
42,4,24364,5,10,2,6,5,2,0,0,0,30, United-States,0
23,1,41432,6,13,1,1,2,1,0,0,0,15, United-States,0
39,4,235259,5,10,3,4,2,1,0,0,0,40, United-States,0
39,4,343476,4,9,2,2,1,1,1,0,0,30, United-States,0
37,4,326886,4,9,2,8,1,1,1,0,0,40, United-States,0
25,4,248313,3,11,1,4,2,1,0,0,0,40, United-States,0
31,6,30290,4,9,1,6,4,1,0,0,0,40, United-States,0
39,4,188540,4,9,3,3,2,1,1,0,0,45, United-States,0
39,4,237943,6,13,2,5,1,1,1,0,0,30, United-States,1
25,4,198870,6,13,1,4,3,2,1,0,0,35, United-States,0
30,4,233980,2,7,2,8,1,1,1,0,0,40, United-States,0
37,4,171090,2,5,2,7,5,2,0,0,0,48, United-States,0
22,4,353039,4,9,1,2,4,1,0,0,0,36, Mexico,0
46,1,213140,7,14,2,3,1,1,1,0,1977,40, United-States,1
54,4,188136,6,13,3,5,2,1,0,0,1408,38, United-States,0
33,4,130057,3,12,1,2,2,1,1,0,0,45, United-States,0
70,7,345339,6,13,1,3,2,1,1,0,0,40, United-States,0
36,4,182074,5,10,3,4,2,1,1,0,0,45, United-States,0
53,2,176557,7,14,3,1,4,1,0,0,0,50, United-States,0
55,7,71630,4,9,3,4,2,1,0,0,1617,40, United-States,0
17,4,159849,2,7,1,12,3,1,0,0,0,30, United-States,0
36,4,183425,5,10,3,9,2,1,1,0,0,40, United-States,0
36,6,125933,6,15,1,1,2,1,1,0,0,55, United-States,1
40,2,180123,4,9,2,10,3,2,1,0,0,40, United-States,0
36,4,592930,4,9,2,8,1,2,1,0,0,50, United-States,1
28,4,183802,4,9,2,8,1,1,1,0,0,55, United-States,0
39,4,77005,7,14,2,1,1,1,1,99999,0,40, United-States,1
49,4,80914,1,3,1,7,2,1,1,0,0,45, United-States,0
63,5,165667,4,9,2,3,1,1,1,0,0,40, United-States,0
61,4,123991,5,10,2,9,1,1,1,0,0,20, United-States,0
48,5,181307,4,9,2,2,1,1,1,0,0,60, United-States,1
55,4,124137,4,9,2,7,2,1,1,0,0,40, Poland,0
18,0,137363,5,10,1,0,3,1,0,0,0,4, United-States,0
20,4,291979,4,9,2,5,6,1,1,0,0,20, United-States,0
49,4,91251,4,9,2,6,1,3,1,0,0,40, China,0
27,1,148153,4,9,2,9,1,3,1,0,0,40, United-States,0
37,4,131463,2,6,3,6,4,1,0,0,0,33, United-States,0
32,7,127651,4,9,2,12,1,1,1,0,0,40, United-States,0
33,5,239018,8,16,2,1,1,1,1,0,0,60, United-States,0
47,4,276087,3,11,2,6,1,1,1,0,0,26, United-States,0
34,4,386877,4,9,2,7,1,2,1,0,0,40, United-States,0
61,4,210464,4,9,3,4,6,2,0,0,0,35, United-States,0
25,4,632834,4,9,1,2,3,2,1,0,0,40, United-States,0
26,4,245465,3,12,1,5,3,1,1,0,0,30, United-States,0
18,4,198087,4,9,1,5,3,1,0,0,0,30, United-States,0
35,4,27408,4,9,2,5,1,1,1,0,0,50, United-States,0
36,4,242713,4,9,3,4,4,2,0,0,0,40, ?,0
56,4,314727,4,9,2,2,1,1,1,0,0,35, United-States,1
40,7,269733,3,11,1,2,2,1,1,0,0,40, United-States,0
24,4,177287,2,8,1,6,3,1,0,0,0,38, United-States,0
66,4,167711,4,9,5,5,2,1,0,0,0,40, United-States,1
42,4,112181,4,9,2,7,5,1,0,0,0,40, United-States,0
28,4,339002,4,9,1,8,3,1,1,0,0,20, United-States,0
39,7,24721,5,10,3,4,4,1,0,0,0,35, United-States,0
65,6,37092,3,11,2,10,1,1,1,0,0,25, United-States,0
20,4,216563,5,10,1,6,3,1,0,0,0,20, United-States,0
52,4,204447,4,9,2,7,1,1,1,4386,0,40, United-States,1
24,0,151153,5,10,1,0,2,3,1,99999,0,50, South,1
39,4,187089,5,10,3,5,2,1,0,0,0,40, United-States,0
18,4,423052,4,9,1,7,2,1,0,0,0,30, United-States,0
49,4,169180,1,4,2,7,5,1,0,0,0,40, Hong,0
21,4,104981,5,10,1,1,3,1,1,0,0,48, United-States,0
35,0,120074,4,9,2,0,1,1,1,0,0,30, United-States,0
38,4,269323,4,9,2,4,1,1,1,0,0,40, United-States,1
55,4,141549,4,9,2,2,1,1,1,0,0,40, United-States,0
27,4,214858,2,6,2,2,6,1,1,0,0,55, United-States,0
34,4,173524,4,9,4,4,4,1,0,0,0,40, United-States,0
54,2,365049,5,10,1,1,2,1,0,0,0,40, Mexico,0
38,4,60355,4,9,1,4,4,1,0,0,0,40, United-States,0
32,4,86808,4,9,3,4,6,1,0,0,0,40, United-States,0
33,7,174171,5,10,4,11,2,1,1,0,0,12, United-States,0
32,1,504951,3,12,2,12,1,1,1,0,0,50, United-States,0
34,4,294064,7,14,2,3,1,1,1,0,0,50, France,0
46,4,120131,6,13,2,6,1,1,1,0,0,30, United-States,1
48,4,199058,7,14,2,3,1,1,1,0,0,40, United-States,1
23,4,152328,5,10,1,3,3,1,1,0,0,40, United-States,0
48,1,88564,1,4,2,9,4,1,1,0,0,40, United-States,0
67,4,95113,4,9,2,3,1,1,1,0,0,37, United-States,1
36,4,247558,6,15,2,1,1,1,1,5178,0,60, ?,1
25,4,178421,6,13,1,6,2,1,0,0,0,20, United-States,0
43,4,484861,5,10,2,2,1,1,1,4064,0,38, United-States,0
27,2,225291,3,12,1,1,2,1,0,0,0,40, United-States,0
56,4,205735,1,2,4,7,4,1,1,0,0,40, United-States,0
54,6,58898,5,10,2,2,1,1,1,0,1579,48, United-States,0
39,4,355468,4,9,2,5,1,1,1,0,1887,46, United-States,1
60,6,184362,4,9,2,5,5,1,0,0,0,25, United-States,0
27,4,347513,5,10,1,4,2,1,0,0,0,40, United-States,0
21,4,138768,5,10,1,5,3,1,1,0,0,40, United-States,0
24,4,29810,5,10,1,1,3,1,0,0,0,40, United-States,0
31,4,126501,5,10,2,2,1,1,1,0,0,40, United-States,0
22,4,60783,2,6,1,2,3,1,1,0,0,15, United-States,0
26,4,179772,6,13,1,3,2,1,0,0,0,45, United-States,0
45,5,281911,4,9,2,2,1,1,1,0,0,48, United-States,0
33,4,70447,4,9,1,8,6,3,1,0,0,40, United-States,0
55,0,449576,1,3,2,0,1,1,1,0,0,48, Mexico,0
29,4,327964,2,5,3,7,4,2,0,0,0,40, United-States,0
72,4,496538,4,9,5,4,2,1,0,6360,0,40, United-States,0
35,6,153066,4,9,2,2,1,1,1,0,0,60, United-States,1
53,7,77651,4,9,2,2,1,1,1,0,0,40, United-States,0
40,4,119493,5,10,1,3,3,1,0,0,0,40, United-States,0
20,4,256240,4,9,1,6,3,1,1,0,0,30, United-States,0
69,4,177374,4,9,5,4,4,1,0,1848,0,12, United-States,0
41,2,37848,4,9,1,6,4,1,0,0,0,25, United-States,0
45,4,129336,7,14,2,4,1,1,1,0,0,45, United-States,1
27,4,183511,4,9,2,9,1,1,1,0,0,40, United-States,0
46,5,120131,6,15,2,1,1,1,1,99999,0,60, United-States,1
55,4,190508,5,10,2,8,1,2,1,0,0,35, United-States,0
31,4,363130,5,10,2,3,1,2,1,0,0,40, United-States,1
45,4,240356,5,10,3,5,2,1,0,0,0,55, United-States,0
64,4,133166,4,9,2,3,1,1,1,0,0,5, United-States,0
38,4,32916,5,10,2,3,1,1,1,0,0,45, United-States,0
17,4,117477,2,6,1,6,3,1,1,0,0,40, United-States,0
33,4,34748,4,9,2,4,5,1,0,0,1887,20, United-States,1
22,4,459463,2,8,2,6,4,2,0,0,0,50, United-States,0
23,4,95989,5,10,1,6,3,1,0,0,0,30, United-States,0
25,4,118088,4,9,1,2,4,1,1,0,0,40, United-States,0
33,4,150570,6,13,2,1,1,1,1,3103,0,43, United-States,1
31,0,505438,4,9,2,0,1,1,1,0,0,30, Mexico,0
37,4,179731,4,9,1,6,4,1,0,0,0,35, United-States,0
53,4,122109,4,9,4,4,4,1,0,0,1876,38, United-States,0
28,2,163942,5,10,1,12,3,1,1,0,0,40, United-States,0
33,4,106670,6,13,2,1,5,1,0,0,0,40, United-States,1
41,4,123403,4,9,2,4,1,1,1,0,0,40, United-States,0
61,5,119986,6,13,2,5,1,1,1,0,0,50, United-States,0
25,4,66622,5,10,1,6,3,1,0,0,0,25, United-States,0
20,0,40060,5,10,1,0,3,1,1,0,0,56, United-States,0
35,4,260578,4,9,3,3,4,1,0,0,0,40, United-States,1
64,2,96076,3,11,2,3,1,1,1,0,0,40, United-States,1
28,4,70604,4,9,2,9,1,1,1,0,0,38, United-States,0
39,6,230329,5,10,1,1,2,1,1,0,1564,12, United-States,1
53,4,49715,4,9,3,8,4,1,1,0,0,40, United-States,0
28,4,116531,4,9,1,4,2,1,0,0,0,40, United-States,0
38,1,214542,5,10,3,9,4,2,0,0,0,40, United-States,0
25,2,335005,6,13,1,1,2,1,1,0,0,35, Italy,0
19,4,258633,5,10,1,6,2,1,0,0,0,30, United-States,0
20,4,203240,3,12,1,4,2,1,0,0,0,30, United-States,0
27,4,104457,6,13,1,7,2,3,1,0,0,40, ?,0
55,2,99131,4,9,2,1,6,1,0,0,2246,40, United-States,1
52,7,125796,7,14,2,1,5,2,0,0,1848,40, United-States,1
21,0,479482,5,10,1,0,3,1,0,0,0,40, United-States,0
30,4,167790,4,9,1,4,3,1,0,0,0,40, United-States,0
47,4,133758,4,9,3,3,2,1,0,0,1974,40, United-States,0
22,4,106843,2,6,1,2,6,1,1,0,0,30, United-States,0
24,4,117959,4,9,2,9,1,1,1,4386,0,40, United-States,1
26,4,174921,6,13,1,5,2,1,0,0,0,40, United-States,0
27,4,134152,4,9,2,7,1,1,1,0,0,45, United-States,0
57,4,99364,2,5,2,7,1,1,1,0,0,40, Puerto-Rico,0
18,2,155905,7,14,1,1,3,1,0,0,0,60, United-States,0
30,4,467108,6,13,1,1,2,1,1,0,0,45, United-States,0
34,6,304622,6,13,3,1,4,1,0,0,0,50, United-States,0
40,4,198692,5,10,2,4,1,1,1,5178,0,60, United-States,1
60,4,178050,4,9,3,6,4,2,0,0,0,38, United-States,0
25,4,162687,2,8,2,2,1,1,1,0,0,40, United-States,1
39,4,113151,6,13,2,5,1,1,1,0,0,55, United-States,0
48,4,158924,4,9,2,4,5,1,0,0,0,40, United-States,1
27,6,141795,5,10,2,3,1,1,1,0,0,30, United-States,0
33,6,33404,4,9,3,2,2,1,1,0,0,65, United-States,1
65,5,178771,4,9,2,3,1,1,1,0,0,40, United-States,0
52,4,168553,4,9,2,2,1,1,1,0,1977,40, United-States,1
27,4,110648,6,13,1,11,3,1,1,0,0,40, United-States,0
32,4,151053,5,10,1,2,4,1,1,0,0,40, United-States,0
45,6,142871,5,10,4,5,4,1,1,0,0,50, United-States,0
18,0,343161,2,7,1,0,3,1,1,0,0,16, United-States,0
27,4,183523,6,13,1,3,2,1,1,0,0,45, United-States,0
57,6,222216,5,10,2,3,5,1,0,0,0,60, United-States,0
44,4,121874,5,10,3,5,4,1,1,0,0,55, United-States,1
30,4,467108,7,14,2,1,1,1,1,0,0,44, United-States,1
26,4,34393,5,10,3,4,2,1,0,0,0,40, United-States,0
28,1,42003,5,10,2,4,1,1,1,0,0,40, United-States,1
61,4,180418,4,9,2,8,1,1,1,0,0,40, United-States,1
49,6,199590,4,9,2,2,1,1,1,0,0,50, Mexico,0
33,4,144949,7,14,2,1,1,1,1,15024,0,40, United-States,1
50,4,155594,3,12,2,7,1,1,1,0,0,50, United-States,1
53,6,162576,1,4,2,11,1,1,1,0,0,99, United-States,0
33,4,232475,4,9,2,2,1,1,1,0,0,40, United-States,1
22,4,269474,5,10,1,4,3,1,1,0,0,10, United-States,0
45,2,140644,6,13,3,12,2,1,1,0,0,40, United-States,1
26,0,39640,5,10,1,0,2,1,1,0,0,60, United-States,0
50,0,346014,1,4,4,0,3,1,0,0,0,20, United-States,0
47,6,159726,4,9,2,2,1,1,1,0,0,40, United-States,1
52,1,290856,6,13,2,1,1,1,1,0,0,40, United-States,1
57,4,217886,4,9,5,4,2,1,0,0,0,36, United-States,0
21,0,199915,5,10,1,0,3,1,0,0,0,35, United-States,0
58,4,106546,4,9,3,4,4,1,0,2174,0,40, United-States,0
50,2,220640,7,14,3,1,2,4,0,0,0,50, United-States,1
33,1,88913,5,10,1,4,3,3,0,0,0,40, United-States,0
34,6,288486,2,7,2,2,1,1,1,0,0,40, United-States,0
20,4,227411,5,10,1,6,3,1,0,0,0,20, United-States,0
37,2,99935,7,14,2,12,1,1,1,7688,0,50, United-States,1
57,4,201112,3,12,3,4,2,2,0,0,0,40, United-States,0
57,6,123778,4,9,2,5,1,1,1,0,0,48, United-States,0
21,4,204596,3,12,1,4,3,1,0,0,0,8, United-States,0
40,4,190290,5,10,3,5,2,1,1,0,0,40, United-States,0
23,4,196674,5,10,4,2,2,1,1,0,0,40, United-States,0
54,4,108435,4,9,2,4,1,1,1,0,0,20, United-States,0
38,4,186359,5,10,2,3,1,1,1,0,0,40, United-States,1
32,4,137076,5,10,2,3,1,1,1,15024,0,60, United-States,1
22,7,262819,5,10,1,4,2,1,0,0,0,40, United-States,0
27,4,171655,4,9,1,4,2,1,0,0,0,42, United-States,0
42,4,183319,1,3,2,6,1,1,1,0,0,40, El-Salvador,0
36,4,127306,4,9,1,4,2,1,0,0,0,47, United-States,0
22,4,68678,4,9,2,5,1,2,1,0,0,40, United-States,0
40,7,140108,2,5,4,7,2,2,1,0,0,40, United-States,0
26,4,263444,4,9,2,7,1,1,1,0,0,45, United-States,0
46,7,265554,4,9,1,8,2,2,1,0,0,40, United-States,0
28,4,410216,2,7,2,2,2,1,1,0,0,60, United-States,1
46,7,20534,6,13,1,3,2,1,1,0,0,45, United-States,0
55,4,188917,4,9,3,9,2,1,0,0,0,40, United-States,0
76,4,98695,5,10,3,4,2,1,0,0,0,20, United-States,0
27,4,411950,6,13,1,1,2,1,1,0,0,60, United-States,0
50,4,237819,4,9,2,8,1,1,1,0,0,40, United-States,1
75,4,187424,4,9,2,2,1,1,1,0,0,20, United-States,0
